"source_file","insight_id","index","english_message","english_proof","turkish_message","turkish_score","categories","health_tags","demographic_tags","target_group_size","target_group_percentage","target_group_filters","target_group_total_population"
"company/Company_2_report_insights.json","insight_09","9","Employees experiencing both daily smoking and insufficient sleep face compounded health risks beyond either factor alone. Among high-risk employees, 60% are daily smokers and 53.3% have insufficient sleep, suggesting significant overlap. This combination creates a vicious cycle: nicotine disrupts sleep architecture, poor sleep increases stress and cravings, leading to more smoking. The compound effect may explain why some smokers show extreme risk elevation while others remain moderate risk. Interventions should address both factors simultaneously rather than sequentially. Smoking cessation programs should include sleep hygiene education and potentially temporary sleep aids to prevent relapse during withdrawal when sleep typically worsens. Similarly, sleep improvement programs should screen for smoking and offer integrated support. Breaking one behavior makes the other easier to address, creating positive momentum rather than sequential failure.","High-risk group composition (n=15): 60% daily smokers, 53.3% insufficient sleep. Population rates: 26% daily smokers, 26% insufficient sleep. Both factors show strong individual effects (smoking: 69.2% high risk, sleep: 61.5% high risk) suggesting compound impact when combined.","Hem günlük sigara içen hem de yetersiz uyku yaşayan çalışanlar, her iki faktörün tek başına yarattığından daha fazla birleşik sağlık riskleriyle karşı karşıya. Yüksek riskli çalışanların %60'ı günlük sigara içiyor ve %53,3'ü yetersiz uyku yaşıyor; bu da önemli bir örtüşme olduğunu gösteriyor. Bu kombinasyon kısır bir döngü yaratıyor: nikotin uyku mimarisini bozuyor, kötü uyku stresi ve istekleri artırıyor, bu da daha fazla sigara içmeye yol açıyor. Birleşik etki, bazı sigara içicilerin neden aşırı risk yükselmesi gösterirken diğerlerinin orta riskli kaldığını açıklayabilir. Müdahaleler, sıralı yerine her iki faktörü eşzamanlı ele almalı. Sigarayı bırakma programları, uyku hijyeni eğitimi ve potansiyel olarak geçici uyku yardımcıları içermeli; böylece yoksunluk sırasında uyku tipik olarak kötüleştiğinde tekrarı önlenebilir. Benzer şekilde, uyku iyileştirme programları sigara içimini taramalı ve entegre destek sunmalı. Bir davranışı kırmak diğerini ele almayı kolaylaştırır ve sıralı başarısızlık yerine pozitif momentum yaratır.","8","lifestyle; sleep; physical_health","daily_smoker; insufficient_sleep","","5","10.0","A.smoking_status=daily_smoker; A.sleep_quality=insufficient_sleep","50"
"company/Company_2_report_insights.json","insight_10","10","Moderate stress levels combined with never smoking creates a protective health profile, with 36.4% of this group achieving low risk status compared to just 12% across the total population. This ""sometimes irritated"" category outperforms both the constantly calm and highly stressed groups, suggesting moderate stress may indicate healthy engagement and effective coping mechanisms rather than distress. When paired with smoke-free status, this represents the healthiest behavioral profile in the workforce. Rather than attempting to eliminate all workplace stress, companies should focus on building stress tolerance and healthy coping mechanisms. The goal isn't zero stress but manageable challenge paired with protective behaviors. Programs should identify and promote the coping strategies used by moderate-stress, non-smoking employees: exercise, social connection, work-life boundaries, or mindfulness. This ""thriving under pressure"" profile shows what's possible when employees manage demands without resorting to harmful coping like smoking.","Never smoked + sometimes irritated: 36.4% low risk (n=11) vs 12% population baseline. Risk ratio: 3.03x for achieving low risk status. Statistical significance: 2.33σ deviation. This combination shows protective effect stronger than either never smoking alone or stress management alone.","Orta stres seviyeleri hiç sigara içmemekle birleşince koruyucu bir sağlık profili yaratıyor: bu grubun %36,4'ü düşük risk statüsüne ulaşıyor; toplam popülasyonda ise bu oran sadece %12. Bu ""bazen sinirli"" kategorisi, hem sürekli sakin hem de yüksek stresli gruplardan daha iyi performans gösteriyor; bu da orta stresin sıkıntıdan ziyade sağlıklı katılım ve etkili başa çıkma mekanizmalarını gösterebileceğini öne sürüyor. Sigara içmeme statüsüyle eşleştirildiğinde, bu işgücündeki en sağlıklı davranışsal profili temsil ediyor. Tüm işyeri stresini ortadan kaldırmaya çalışmak yerine, şirketler stres toleransı ve sağlıklı başa çıkma mekanizmaları oluşturmaya odaklanmalı. Hedef sıfır stres değil, koruyucu davranışlarla eşleştirilmiş yönetilebilir zorluk olmalı. Programlar, orta stresli, sigara içmeyen çalışanların kullandığı başa çıkma stratejilerini belirlemeli ve teşvik etmeli: egzersiz, sosyal bağlantı, iş-yaşam sınırları veya farkındalık. Bu ""baskı altında gelişme"" profili, çalışanlar sigara gibi zararlı başa çıkma yöntemlerine başvurmadan talepleri yönettiğinde neyin mümkün olduğunu gösteriyor.","7","mental_health; lifestyle","sometimes_irritated; never_smoked","","11","22.0","A.stress_level_irritability=sometimes_irritated; A.smoking_status=never_smoked","50"
"company/Company_2_report_insights.json","insight_11","11","Water intake shows remarkable variation with 36% reporting high consumption while 28% report low or very low intake, creating a stark divide in this basic health behavior. Unlike the near-universal poor nutrition (94% inadequate fruit/veg), water consumption appears to depend on individual habits, workplace access, and personal awareness. This variability suggests water intake is more amenable to simple interventions than deeply ingrained dietary patterns. Companies can improve hydration through environmental design more easily than changing eating habits. Providing water dispensers on every floor, offering reusable water bottles as onboarding gifts, setting hourly drink reminders through wellness apps, and encouraging water breaks during meetings cost little but normalize healthy hydration. Since 28% currently underhydrate, targeted outreach to this group about headaches, fatigue, and concentration issues linked to dehydration may motivate behavior change with immediate perceived benefits.","Water intake distribution: 36% high water (n=18), 18% good water (n=9), 18% adequate water (n=9), 20% low water (n=10), 8% very low water (n=4). Total with suboptimal hydration: 28% (n=14). Unlike fruit/veg intake (94% inadequate), water shows much higher individual variation suggesting amenability to intervention.","Su tüketimi, %36'sı yüksek tüketim bildirirken %28'i düşük veya çok düşük tüketim bildirmesiyle dikkat çekici bir değişkenlik gösteriyor; bu temel sağlık davranışında keskin bir ayrım yaratıyor. Neredeyse evrensel kötü beslenmenin (%94 yetersiz meyve/sebze) aksine, su tüketimi bireysel alışkanlıklara, işyeri erişimine ve kişisel farkındalığa bağlı görünüyor. Bu değişkenlik, su tüketiminin derinlemesine yerleşmiş diyet örüntülerinden daha basit müdahalelere uygun olduğunu gösteriyor. Şirketler, yeme alışkanlıklarını değiştirmekten daha kolay bir şekilde çevresel tasarım yoluyla hidrasyonu iyileştirebilir. Her katta su sebilleri sağlamak, işe alım hediyesi olarak tekrar kullanılabilir su şişeleri sunmak, sağlık uygulamaları aracılığıyla saatlik içme hatırlatıcıları ayarlamak ve toplantılar sırasında su molaları teşvik etmek az maliyetle sağlıklı hidrasyonu normalleştirir. Şu anda %28'lik kesim yetersiz su tüketeceğinden, dehidratasyonla bağlantılı baş ağrıları, yorgunluk ve konsantrasyon sorunları hakkında bu gruba hedefli yaklaşım, anında algılanan faydalarla davranış değişimini motive edebilir.","6","nutrition; physical_health","high_water; low_water; very_low_water","","32","64.0","A.water_intake IN (high_water OR low_water OR very_low_water)","50"
"company/Company_2_report_insights.json","insight_12","12","Among high-risk employees, 40% consume no alcohol while 26.7% drink lightly, yet still face elevated health risks—demonstrating that alcohol avoidance alone doesn't guarantee good health outcomes. Meanwhile, 20% of the high-risk group consume heavy amounts, contributing to their poor health status. This mixed pattern suggests alcohol is a modifying rather than primary risk factor in this population, where smoking, sleep, and activity levels appear to drive outcomes more strongly. Wellness programs should maintain alcohol moderation messaging but recognize it's not the dominant risk factor in this workforce. Resources may be better allocated to smoking cessation and sleep improvement, which show stronger risk associations. However, the 20% of high-risk employees drinking heavily still need intervention—combining alcohol reduction with smoking cessation and sleep support may create synergistic benefits since these behaviors often cluster together.","High-risk group alcohol patterns (n=15): 40% no alcohol, 26.7% light alcohol, 20% heavy alcohol. Population distribution: 60% no alcohol, 24% light alcohol, 6% heavy alcohol. Despite 66.7% of high-risk employees drinking lightly or not at all, they still face elevated risks, suggesting alcohol is secondary to smoking (60% daily smokers in high-risk group) and sleep (53.3% insufficient sleep).","Yüksek riskli çalışanların %40'ı hiç alkol tüketmiyor ve %26,7'si hafif içiyor; ancak yine de yüksek sağlık riskleriyle karşı karşıya—bu da alkol kullanmaktan kaçınmanın tek başına iyi sağlık sonuçlarını garanti etmediğini gösteriyor. Bu arada, yüksek riskli grubun %20'si yoğun miktarda alkol tüketiyor ve bu da kötü sağlık durumlarına katkıda bulunuyor. Bu karışık örüntü, alkolün bu popülasyonda birincil değil değiştirici bir risk faktörü olduğunu gösteriyor; burada sigara, uyku ve aktivite seviyeleri sonuçları daha güçlü bir şekilde yönlendiriyor görünüyor. Sağlık programları alkol ılımlılığı mesajını sürdürmeli ancak bunun işgücündeki baskın risk faktörü olmadığını kabul etmeli. Kaynaklar, daha güçlü risk ilişkileri gösteren sigarayı bırakma ve uyku iyileştirmeye daha iyi tahsis edilebilir. Ancak yoğun alkol içen yüksek riskli çalışanların %20'si hala müdahaleye ihtiyaç duyuyor—alkol azaltma ile sigarayı bırakma ve uyku desteğini birleştirmek sinerjik faydalar yaratabilir çünkü bu davranışlar genellikle birlikte kümelenir.","6","lifestyle; physical_health","no_alcohol; light_alcohol; heavy_alcohol","","45","90.0","A.alcohol_consumption IN (no_alcohol OR light_alcohol OR heavy_alcohol)","50"
"company/Company_40_report_insights.json","insight_01","1","This company has only 30 employees who completed the health survey, creating significant participation bias. With such a small sample, the company is likely either very small or experiencing extremely low health engagement. Companies need to investigate barriers to survey completion and implement multi-channel outreach strategies to understand the health needs of non-participating employees, who may have even higher health risks. Survey participation rates directly predict wellness program success. If less than 30% of employees engage with health assessments, targeted interventions will miss the majority of at-risk individuals. Companies should analyze participation patterns by department and role to identify engagement gaps.","Survey sample size: only 30 employees completed assessment. This creates severe selection bias as only health-engaged employees are measured. Companies should aim for >70% participation to get representative health data. Low participation suggests need for engagement strategy audit and barrier analysis.","Şirkette sağlık anketini tamamlayan sadece 30 çalışan bulunması, ciddi bir katılım yanlılığı oluşturuyor. Bu kadar küçük bir örneklem, şirketin ya çok küçük olduğunu ya da sağlık programlarına katılımın son derece düşük olduğunu gösteriyor. Ankete katılmayan çalışanların sağlık riskleri daha da yüksek olabilir. Şirketler, anket tamamlama önündeki engelleri araştırmalı ve farklı iletişim kanalları kullanarak katılmayan çalışanların sağlık ihtiyaçlarını anlamalıdır. Sağlık değerlendirmelerine katılım oranı %30'un altındaysa, hedefli müdahaleler risk altındaki çalışanların çoğunu kaçıracaktır. Departman ve rol bazında katılım analizi yapılmalı ve katılım boşlukları belirlenmeli.","9","mental_health; lifestyle","very_poor_health","","2","6.67","A.perceived_health=very_poor_health","30"
"company/Company_40_report_insights.json","insight_02","2","Physical inactivity is the company's most critical health gap: 63.3% of employees do no exercise whatsoever, and 53.3% have low or very low daily steps. Among high-risk employees, 100% report no exercise activity. This sedentary pattern is the single most actionable intervention opportunity, as exercise is a protective factor that could reduce multiple health risks simultaneously. Companies should implement walking challenges, standing desk options, active meeting formats, and subsidized gym memberships. Even modest improvements to 30-minute daily walks would significantly impact this workforce's health trajectory and reduce future healthcare costs.","Exercise levels: 63.3% (n=19) do no exercise, 20% (n=6) exercise weekly, 13.3% (n=4) regular exercise, only 3.3% (n=1) frequent exercise. Daily steps: 20% very low, 33.3% low, 30% moderate, 16.7% good, 0% excellent. High-risk group: 100% (n=4/4) report no exercise. Physical inactivity shows 1.58x amplifying effect on elevated health risk.","Fiziksel hareketsizlik, şirketin en kritik sağlık açığıdır: Çalışanların %63,3'ü hiç egzersiz yapmıyor ve %53,3'ü günlük adım sayısı düşük veya çok düşük seviyede. Yüksek riskli çalışanların tamamı (%100) hiç egzersiz yapmadığını bildiriyor. Bu hareketsiz yaşam tarzı en etkili müdahale fırsatıdır, çünkü egzersiz birden fazla sağlık riskini aynı anda azaltabilecek koruyucu bir faktördür (n=19 çalışan hiç egzersiz yapmıyor, yüksek risk grubunda n=4/4). Şirketler yürüyüş challenge'ları, ayakta çalışma masaları, aktif toplantı formatları ve sübvansiyonlu spor salonu üyelikleri uygulamalı. Günlük 30 dakikalık yürüyüşlere geçiş bile bu işgücünün sağlık yörüngesini önemli ölçüde iyileştirir ve gelecekteki sağlık maliyetlerini azaltır.","10","activity_level; physical_health","no_exercise; very_low_steps; low_steps","","13","43.33","A.activity_level=no_exercise; A.daily_steps IN (very_low_steps OR low_steps)","30"
"company/Company_40_report_insights.json","insight_03","3","Mental health distress is pervasive even among health-conscious survey participants: 93.3% show mild to severe anhedonia (reduced interest/pleasure), 86.7% experience sadness at least occasionally, and 93.3% report regular irritability. Additionally, 90% feel loss of control over their circumstances sometimes or more frequently. These rates suggest workplace stress is affecting even employees engaged enough to complete health assessments. This pattern indicates systemic workplace stressors rather than individual mental health issues. Companies should evaluate workload distribution, management practices, and psychological safety. Offering confidential mental health resources and stress management training should be immediate priorities.","Depression (anhedonia): 63.3% mild (n=19), 20% moderate (n=6), 10% severe (n=3), only 6.7% full interest/pleasure (n=2). Depression (mood): 50% occasional sadness (n=15), 20% frequent (n=6), 16.7% persistent (n=5), only 13.3% positive mood (n=4). Stress (irritability): 46.7% sometimes (n=14), 26.7% frequently (n=8), 20% often (n=6). Stress (control): 36.7% sometimes out of control (n=11), 33.3% often (n=10), 20% frequently (n=6).","Sağlık anketini dolduracak kadar bilinçli çalışanlar arasında bile ruhsal sağlık sıkıntısı yaygın: %93,3'ü hafif ila şiddetli anhedoni (ilgi/zevk kaybı) gösteriyor, %86,7'si en azından ara sıra üzüntü yaşıyor ve %93,3'ü düzenli sinirlilik bildiriyor. Ayrıca %90'ı bazen veya daha sık kontrol kaybı hissediyor. Bu oranlar, işyeri stresinin sağlık değerlendirmelerine katılacak kadar engaged çalışanları bile etkilediğini gösteriyor (anhedoni: n=28/30, sinirlilik: n=28/30, kontrol kaybı: n=27/30). Bu örüntü, bireysel ruh sağlığı sorunlarından ziyade sistemik işyeri stres faktörlerini işaret eder. Şirketler iş yükü dağılımını, yönetim uygulamalarını ve psikolojik güvenliği değerlendirmeli. Gizli ruh sağlığı kaynakları ve stres yönetimi eğitimi sunmak acil öncelik olmalı.","9","mental_health","mild_anhedonia; moderate_anhedonia; severe_anhedonia; occasional_sadness; frequent_sadness; persistent_sadness; sometimes_irritated; often_irritated; frequently_irritated; sometimes_out_of_control; often_out_of_control; frequently_out_of_control","","23","76.67","A.depression_anhedonia IN (mild_anhedonia OR moderate_anhedonia OR severe_anhedonia); A.depression_mood IN (occasional_sadness OR frequent_sadness OR persistent_sadness); A.stress_level_irritability IN (sometimes_irritated OR often_irritated OR frequently_irritated); A.stress_level_loc IN (sometimes_out_of_control OR often_out_of_control OR frequently_out_of_control)","30"
"company/Company_40_report_insights.json","insight_04","4","Smoking prevalence among survey participants is alarmingly high at 46.7%, with 23.3% smoking daily and another 23.3% smoking frequently or occasionally. Among the high-risk employee group, 75% are daily or frequent smokers. This smoking rate is substantially higher than national averages and represents a major modifiable risk factor. Smoking cessation programs should be an immediate priority, offering nicotine replacement therapy, behavioral counseling, and financial incentives for quitting. The high smoking rate among already health-engaged employees suggests workplace culture may normalize smoking or lack adequate cessation support.","Smoking status: 50% never smoked (n=15), but 46.7% are active smokers: 23.3% daily smokers (n=7), 13.3% frequent smokers (n=4), 10% occasional smokers (n=3), 3.3% former smokers (n=1). High-risk group: 50% daily smokers (n=2/4), 25% frequent smokers (n=1/4). Never smoking shows 0.50x protective effect (reduces elevated risk rate to 86.7%).","Anket katılımcıları arasında sigara içme oranı endişe verici derecede yüksek: %46,7'si aktif sigara içiyor (%23,3 günlük, %13,3 sık sık, %10 ara sıra). Yüksek riskli çalışan grubunda bu oran %75'e çıkıyor (n=3/4 günlük veya sık içici). Bu sigara içme oranı ulusal ortalamalardan önemli ölçüde yüksek ve değiştirilebilir ana risk faktörünü temsil ediyor. Sadece %50'si hiç sigara içmemiş (n=15/30). Sigara bırakma programları acil öncelik olmalı: nikotin replasman tedavisi, davranışsal danışmanlık ve bırakma için finansal teşvikler sunulmalı. Sağlık bilincine sahip çalışanlar arasında bile yüksek sigara oranı, işyeri kültürünün sigarayı normalize ettiğini veya yeterli bırakma desteği sunmadığını gösteriyor.","9","lifestyle","daily_smoker; frequent_smoker; occasional_smoker","","14","46.67","A.smoking_status IN (daily_smoker OR frequent_smoker OR occasional_smoker)","30"
"company/Company_40_report_insights.json","insight_05","5","Nutrition quality is critically poor: 93.4% of employees report poor or very poor fruit and vegetable intake, with only 6.6% meeting adequate nutrition standards. Despite this, 63.4% maintain good to high water intake, creating a paradox of hydration awareness without broader nutritional knowledge. This pattern suggests employees understand basic wellness messages (drink water) but lack practical guidance on incorporating fruits and vegetables into daily routines. Companies should provide subsidized healthy meal options, nutrition education workshops, and fruit delivery services to overcome barriers to healthy eating.","Fruit/vegetable intake: 46.7% very poor nutrition (n=14), 46.7% poor nutrition (n=14), only 3.3% adequate (n=1) and 3.3% good (n=1). Water intake: 36.7% high (n=11), 26.7% good (n=8), creating a paradox of good hydration (63.4%) with poor nutrition (93.4%). Sugar intake is distributed across all levels, indicating inconsistent dietary habits.","Beslenme kalitesi kritik derecede yetersiz: Çalışanların %93,4'ü yetersiz veya çok yetersiz meyve-sebze tüketimi bildiriyor, sadece %6,6'sı yeterli beslenme standartlarını karşılıyor (n=28/30 yetersiz beslenme). Buna rağmen %63,4'ü iyi ila yüksek su tüketimi sağlıyor, bu da hidrasyon bilinci ile geniş beslenme bilgisi arasında bir paradoks oluşturuyor. Bu örüntü, çalışanların temel sağlık mesajlarını (su iç) anladığını ancak günlük rutinlerine meyve-sebze dahil etme konusunda pratik rehberlikten yoksun olduğunu gösteriyor. Şirketler sübvansiyonlu sağlıklı yemek seçenekleri, beslenme eğitimi atölyeleri ve meyve teslimat hizmetleri sunarak sağlıklı beslenme önündeki engelleri aşmalı.","8","nutrition","very_poor_nutrition; poor_nutrition; good_water; high_water","","18","60.0","A.fruit_veg_intake IN (very_poor_nutrition OR poor_nutrition); A.water_intake IN (good_water OR high_water)","30"
"company/Company_40_report_insights.json","insight_06","6","Sleep quality shows concerning patterns: 16.7% report insufficient sleep and 43.3% have borderline sleep quality, meaning 60% of employees are not getting optimal rest. Among high-risk employees, 25% report insufficient sleep. Poor sleep compounds other health risks and reduces workplace productivity and cognitive function. Companies should address sleep barriers by evaluating work-from-home policies, eliminating late-night communications, and providing sleep hygiene education. Flexible start times and workload management can help employees prioritize rest. Sleep improvement often creates cascade benefits for mental health and physical activity.","Sleep quality distribution: 16.7% insufficient sleep (n=5), 43.3% borderline sleep (n=13), 36.7% optimal sleep (n=11), 3.3% long sleep (n=1). Combined insufficient and borderline: 60% (n=18/30) not achieving optimal rest. High-risk group: 25% insufficient sleep (n=1/4), 75% optimal sleep (n=3/4), suggesting sleep interacts with other risk factors.","Uyku kalitesi endişe verici örüntüler gösteriyor: %16,7'si yetersiz uyku bildiriyor ve %43,3'ü sınırda uyku kalitesine sahip, yani çalışanların %60'ı optimal dinlenme alamıyor (n=18/30). Yüksek riskli çalışanlarda yetersiz uyku oranı %25. Kötü uyku diğer sağlık risklerini artırır ve işyeri verimliliği ile bilişsel işlevi azaltır. Şirketler, evden çalışma politikalarını değerlendirerek, gece geç saatlerde iletişimi elimine ederek ve uyku hijyeni eğitimi sağlayarak uyku engellerini ele almalı. Esnek başlangıç saatleri ve iş yükü yönetimi, çalışanların dinlenmeye öncelik vermesine yardımcı olabilir. Uyku iyileştirmesi genellikle ruh sağlığı ve fiziksel aktivite için kademeli faydalar yaratır.","7","sleep","insufficient_sleep; borderline_sleep; optimal_sleep","","29","96.67","A.sleep_quality IN (insufficient_sleep OR borderline_sleep OR optimal_sleep)","30"
"company/Company_40_report_insights.json","insight_07","7","Loneliness is widespread: 70% of employees report feeling lonely sometimes, often, or always, with only 3.3% never experiencing loneliness. This isolation affects even employees who are health-conscious enough to complete wellness surveys, suggesting systemic issues with workplace community and social connection. Loneliness impacts mental health, immune function, and employee retention. Companies should foster connection through team-building activities, mentorship programs, social committees, and hybrid work policies that balance flexibility with in-person collaboration. Creating psychological safety for authentic relationships at work can reduce isolation.","Loneliness distribution: 26.7% rarely lonely (n=8), 26.7% sometimes lonely (n=8), 26.7% often lonely (n=8), 16.7% always lonely (n=5), only 3.3% never lonely (n=1). Combined frequency: 70% experience loneliness at least sometimes (n=21/30). This high prevalence among survey participants suggests broader workplace isolation issues.","Yalnızlık yaygın: Çalışanların %70'i bazen, sık sık veya her zaman yalnız hissettiklerini bildiriyor, sadece %3,3'ü hiç yalnızlık yaşamıyor (n=21/30 yalnızlık hissediyor vs. n=1/30 hiç yalnız değil). Bu izolasyon, sağlık anketlerini dolduracak kadar bilinçli çalışanları bile etkiliyor, bu da işyeri topluluğu ve sosyal bağlantıyla ilgili sistemik sorunları gösteriyor. Dağılım: %26,7 ara sıra (n=8), %26,7 sık sık (n=8), %26,7 bazen (n=8), %16,7 her zaman (n=5). Yalnızlık ruh sağlığını, bağışıklık sistemini ve çalışan tutundurmasını etkiler. Şirketler takım kurma aktiviteleri, mentorluk programları, sosyal komiteler ve esneklik ile yüz yüze işbirliğini dengeleyen hibrit çalışma politikaları aracılığıyla bağlantıyı teşvik etmeli.","8","mental_health","sometimes_lonely; often_lonely; always_lonely; rarely_lonely","","29","96.67","A.loneliness IN (sometimes_lonely OR often_lonely OR always_lonely OR rarely_lonely)","30"
"company/Company_40_report_insights.json","insight_08","8","The high-risk group shows a consistent profile: 100% do no exercise, 75% have low daily steps, and 75% are active smokers (daily or frequent). Additionally, BMI extremes appear in this group - 50% are obese and 25% are underweight. This combination of sedentary lifestyle, smoking, and weight extremes creates compounding health risks. These employees need intensive, personalized health coaching rather than general wellness programs. Companies should offer one-on-one health consultations, subsidized medical support, and behavior change programs targeting multiple risk factors simultaneously. Early intervention for this 13.3% could prevent serious health events and reduce healthcare costs.","High-risk group profile (n=4, 13.3% of population): 100% no exercise (n=4/4), 75% low steps (n=3/4), 75% daily or frequent smokers (n=3/4 total, n=2/4 daily + n=1/4 frequent). BMI distribution in high-risk: 50% obese (n=2/4), 25% underweight (n=1/4), 25% overweight (n=1/4). Risk ratio for obesity: 3.75x, underweight: 7.50x. No exercise shows 1.58x amplifying effect on elevated risk.","Yüksek risk grubu tutarlı bir profil gösteriyor: %100'ü hiç egzersiz yapmıyor, %75'i düşük günlük adım sayısına sahip ve %75'i aktif sigara içiyor (günlük veya sık sık). Ayrıca, bu grupta BMI uçları görülüyor - %50'si obez ve %25'i düşük kilolu (n=4 toplam yüksek risk çalışanı). Hareketsiz yaşam tarzı, sigara içme ve kilo uçlarının bu kombinasyonu bileşik sağlık riskleri yaratıyor. Bu çalışanlar genel wellness programlarından ziyade yoğun, kişiselleştirilmiş sağlık koçluğuna ihtiyaç duyuyor. Şirketler bire bir sağlık danışmanlığı, sübvansiyonlu tıbbi destek ve birden fazla risk faktörünü aynı anda hedefleyen davranış değişimi programları sunmalı. Bu %13,3 için erken müdahale ciddi sağlık olaylarını önleyebilir ve sağlık maliyetlerini azaltabilir.","10","activity_level; lifestyle; physical_health","no_exercise; low_steps; daily_smoker; frequent_smoker","obese; underweight","2","6.67","A.activity_level=no_exercise; A.daily_steps=low_steps; A.smoking_status IN (daily_smoker OR frequent_smoker); bmi_category IN (obese OR underweight)","30"
"company/Company_40_report_insights.json","insight_09","9","Chronic disease prevalence is remarkably low: 0% diabetes, 0% kidney disease, 0% cancer, and only 13.3% obesity. However, 23.3% report ""other conditions"" not captured in standard categories. This healthy baseline suggests either a relatively young workforce or selection bias where employees with serious conditions did not complete the survey. Companies should investigate what ""other conditions"" encompasses and ensure survey design captures the full spectrum of health needs. The apparent health of this population may mask significant risks that emerge in non-participating employees or may indicate successful existing wellness investments worth sustaining.","Chronic conditions: 100% no diabetes (n=30), 100% no kidney disease (n=30), 100% no cancer (n=30), 96.7% no thyroid disorder (n=29), 96.7% no heart disease (n=29), 96.7% no hypertension (n=29), 86.7% no obesity (n=26), 76.7% no other conditions (n=23). However, 23.3% report ""other conditions"" (n=7) not captured in standard categories. BMI distribution: 50% normal weight (n=15), 33.3% overweight (n=10), 13.3% obese (n=4), 3.3% underweight (n=1).","Kronik hastalık yaygınlığı oldukça düşük: %0 diyabet, %0 böbrek hastalığı, %0 kanser ve sadece %13,3 obezite (n=4/30). Ancak %23,3'ü standart kategorilerde yakalanmayan ""diğer durumlar"" bildiriyor (n=7/30). Bu sağlıklı temel, ya nispeten genç bir işgücünü ya da ciddi rahatsızlıkları olan çalışanların anketi tamamlamadığı bir seçim yanlılığını gösteriyor. Diğer kronik durumlar: sadece %3,3 tiroid bozukluğu (n=1), %3,3 kalp hastalığı (n=1), %3,3 hipertansiyon (n=1). Şirketler ""diğer durumların"" neleri kapsadığını araştırmalı ve anket tasarımının tüm sağlık ihtiyaçlarını yakaladığından emin olmalı. Bu popülasyonun görünür sağlığı, katılmayan çalışanlarda ortaya çıkan önemli riskleri maskeleyebilir.","6","health_conditions","no_diabetes; no_kidney_disease; no_cancer; has_obesity; has_other_condition","normal_weight; obese","0","0.0","diabetes_status=no_diabetes; kidney_disease_status=no_kidney_disease; cancer_status=no_cancer; obesity_status=has_obesity; other_condition_status=has_other_condition; bmi_category IN (normal_weight OR obese)","30"
"company/Company_40_report_insights.json","insight_10","10","Physical pain is experienced by 73.3% of employees, with 30% reporting minimal pain, 23.3% mild pain, 16.7% moderate pain, and 3.3% severe pain. Only 26.7% report no pain. This widespread discomfort likely relates to the sedentary work environment, given that 63.3% do no exercise and step counts are low. Pain reduces productivity, increases absenteeism, and compounds mental health challenges. Companies should offer ergonomic assessments, standing desk options, physical therapy consultations, and movement breaks throughout the workday. Addressing the sedentary culture would likely reduce pain prevalence significantly.","Physical pain distribution: 26.7% no pain (n=8), 30% minimal pain (n=9), 23.3% mild pain (n=7), 16.7% moderate pain (n=5), 3.3% severe pain (n=1). Combined pain experience: 73.3% (n=22/30) report some level of pain. Given 63.3% no exercise (n=19) and 53.3% low/very low steps (n=16), pain likely correlates with sedentary behavior.","Fiziksel ağrı çalışanların %73,3'ü tarafından yaşanıyor: %30'u minimal ağrı (n=9), %23,3'ü hafif ağrı (n=7), %16,7'si orta ağrı (n=5) ve %3,3'ü şiddetli ağrı (n=1) bildiriyor. Sadece %26,7'si ağrı bildirmiyor (n=8). Bu yaygın rahatsızlık muhtemelen hareketsiz çalışma ortamıyla ilişkili, çünkü %63,3'ü hiç egzersiz yapmıyor ve adım sayıları düşük. Ağrı verimliliği azaltır, devamsızlığı artırır ve ruh sağlığı zorluklarını kötüleştirir. Şirketler ergonomik değerlendirmeler, ayakta çalışma masası seçenekleri, fizik tedavi danışmanlıkları ve iş günü boyunca hareket molaları sunmalı. Hareketsiz kültürün ele alınması muhtemelen ağrı yaygınlığını önemli ölçüde azaltacaktır.","7","physical_health","no_pain; minimal_pain; mild_pain; moderate_pain; severe_pain","","30","100.0","A.physical_pain IN (no_pain OR minimal_pain OR mild_pain OR moderate_pain OR severe_pain)","30"
